caseNum,incomplete,place,state,country,year,month,day,articleTitle,newspaper,section,page,column,continuedPage,continuedColumn,displayPDF,link
461,,Marysville,California,United States,1864,2,13,,Marysville Daily Appeal,,2,2,,,Yes,Case 461 1864-02-13 Marysville Daily Appeal p2c2.pdf
461,,San Francisco,California,United States,1864,2,17,,Alta California,,1,3,,,Yes,Case 461 1864-02-17 Alta California p1c3.pdf
461,,San Francisco,California,United States,1864,2,23,,Alta California,,1,2,,,Yes,Case 461 1864-02-23 Alta California p1c2.pdf
461,,Sacramento,California,United States,1864,2,24,,Sacramento Daily Union,,2,6,,,Yes,Case 461 1864-02-24 Sacramento Daily Union p2c6.pdf
461,,San Francisco,California,United States,1864,2,24,,Evening Bulletin,,3,3,,,Yes,Case 461 1864-02-24 San Francisco Evening Bulletin p3c3.pdf
461,,San Francisco,California,United States,1864,3,2,,Evening Bulletin,,5,4,,,Yes,Case 461 1864-03-02 San Francisco Evening Bulletin p5c4.pdf
462,,San Francisco,California,United States,1867,5,22,,Alta California,,1,6,,,Yes,Case 462 1867-05-22 Alta California p1c6.pdf
463,,Sacramento,California,United States,1868,8,10,,Sacramento Daily Union,,2,3,,,Yes,Case 463 1868-08-10 Sacramento Daily Union p2c3.pdf
463,,San Francisco,California,United States,1868,8,15,,Alta California,,1,7,,,Yes,Case 463 1868-08-15 Alta California p1c7.pdf
463,,Marysville,California,United States,1868,8,19,,Marysville Daily Appeal,,3,3,,,Yes,Case 463 1868-08-19 Marysville Daily Appeal p3c3.pdf
463,,Sonoma,California,United States,1868,8,22,,Sonoma Democrat,,8,1,,,Yes,Case 463 1868-08-22 Sonoma Democrat p8c1.pdf
463,,Sacramento,California,United States,1868,9,14,,Sacramento Daily Union,,1,7,,,Yes,Case 463 1868-09-14 Sacramento Daily Union p1c7.pdf
463,,Sacramento,California,United States,1868,9,19,,Sacramento Daily Union,,4,7,,,Yes,Case 463 1868-09-19 Sacramento Daily Union p4c7.pdf
464,,San Francisco,California,United States,1869,8,31,,Alta California,,1,8,,,Yes,Case 464 1869-08-31 Alta California p1c8.pdf
464,,Sacramento,California,United States,1869,8,31,,Sacramento Daily Union,,3,4,,,Yes,Case 464 1869-08-31 Sacramento Daily Union p3c4.pdf
464,,San Francisco,California,United States,1869,8,31,,Evening Bulletin,,1,4,,,Yes,Case 464 1869-08-31 San Francisco Evening Bulletin p1c4.pdf
464,,Sonoma,California,United States,1869,9,4,,Sonoma Democrat,,8,1,,,Yes,Case 464 1869-09-04 Sonoma Democrat p8c1.pdf
465,,Sacramento,California,United States,1870,4,12,,Sacramento Daily Union,,2,2,,,Yes,Case 465 1870-04-12 Sacramento Daily Union p2c2.pdf
465,,San Francisco,California,United States,1870,4,13,,Evening Bulletin,,2,2,,,Yes,Case 465 1870-04-13 San Francisco Evening Bulletin p2c2.pdf
466,,San Francisco,California,United States,1870,9,7,,Alta California,,1,7,,,Yes,Case 466 1870-09-07 Alta California p1c7.pdf
466,,Marysville,California,United States,1870,9,7,,Marysville Daily Appeal,,2,2,,,Yes,Case 466 1870-09-07 Marysville Daily Appeal p2c2.pdf
466,,Sacramento,California,United States,1870,9,7,,Sacramento Daily Union,,4,1,,,Yes,Case 466 1870-09-07 Sacramento Daily Union p4c1.pdf
466,,Sacramento,California,United States,1870,9,7,,Sacramento Daily Union,,5,3-4,,,Yes,Case 466 1870-09-07 Sacramento Daily Union p5c3-4.pdf
466,,Red Bluff,California,United States,1870,9,10,,Red Bluff Sentinel,,3,1,,,Yes,Case 466 1870-09-10 Red Bluff Sentinel p3c1.pdf
466,,San Rafael,California,United States,1870,9,17,,Marin County Journal,,4,1,,,Yes,Case 466 1870-09-17 Marin County Journal p4c1.pdf
468,,San Francisco,California,United States,1871,10,25,,Alta California,,1,7,,,Yes,Case 468 1871-10-25 Alta California p1c7.pdf
468,,San Francisco,California,United States,1871,10,25,,Evening Bulletin,,2,2,,,Yes,Case 468 1871-10-25 San Francisco Evening Bulletin p2c2.pdf
468,,San Francisco,California,United States,1871,10,27,,Evening Bulletin,,3,6,,,Yes,Case 468 1871-10-27 San Francisco Evening Bulletin p3c6.pdf
468,,San Francisco,California,United States,1871,11,1,,Evening Bulletin,,1,2,,,Yes,Case 468 1871-11-01 San Francisco Evening Bulletin p1c2.pdf
468,,Los Angeles,California,United States,1888,1,13,,Los Angeles Herald,,9,1-4,,,Yes,Case 468 1888-01-13 Los Angeles Herald p9c1-4.pdf
468,,San Francisco,California,United States,1871,10,26,,Evening Bulletin,,1,2,,,Yes,Case 468 1871-10-26 San Francisco Evening Bulletin p1c2.pdf
470,,Sacramento,California,United States,1878,2,16,,Sacramento Daily Union,,1,5,,,Yes,Case 470 1878-02-16 Sacramento Daily Union p1c5.pdf
470,,San Francisco,California,United States,1878,2,18,,Evening  Bulletin,,1,5,,,Yes,Case 470 1878-02-18 San Francisco Evening Bulletin p1c5.pdf
470,,San Francisco,California,United States,1878,2,20,,Evening  Bulletin,,4,3,,,Yes,Case 470 1878-02-20 San Francisco Evening Bulletin p4c3.pdf
470,,San Francisco,California,United States,1878,2,21,,Daily Alta California,,2,4,,,Yes,Case 470 1878-02-21 Alta California p2c4.pdf
470,,Los Angeles,California,United States,1878,2,22,,Los Angeles Herald,,1,3,,,Yes,Case 470 1878-02-22 Los Angeles Herald p1c3.pdf
470,,Red Bluff,California,United States,1878,2,23,,Red Bluff Sentinel,,2,4,,,Yes,Case 470 1878-02-23 Red Bluff Sentinel p2c4.pdf
470,,Sonoma,California,United States,1878,2,23,,Sonoma Democrat,,5,5,,,Yes,Case 470 1878-02-23 Sonoma Democrat p5c5.pdf
471,,Los Angeles,California,United States,1878,5,8,,Los Angeles Herald,,1,3,,,Yes,Case 471 1878-05-08 Los Angeles Herald p1c3.pdf
471,,Sacramento,California,United States,1878,5,8,,Sacramento Daily Union,,1,6,,,Yes,Case 471 1878-05-08 Sacramento Daily Union p1c6.pdf
471,,Sacramento,California,United States,1878,5,8,,Sacramento Daily Union,,1,7,,,Yes,Case 471 1878-05-08 Sacramento Daily Union p1c7.pdf
471,,Sacramento,California,United States,1878,5,8,,Sacramento Daily Union,,2,1,,,Yes,Case 471 1878-05-08 Sacramento Daily Union p2c1.pdf
471,,Healdsburg,California,United States,1878,5,16,,Healdsburg Enterprise,,2,4,,,Yes,Case 471 1878-05-16 Healdsburg Enterprise p2c4.pdf
471,,Healdsburg,California,United States,1878,5,23,,Healdsburg Enterprise,,2,4,,,Yes,Case 471 1878-05-23 Healdsburg Enterprise p2c4.pdf
472,,Los Angeles,California,United States,1878,7,7,,Los Angeles Herald,,2,2,,,Yes,Case 472 1878-07-07 Los Angeles Herald p2c2.pdf
472,,San Francisco,California,United States,1878,7,11,,Alta California,,1,8,,,Yes,Case 472 1878-07-11 Alta California p1c8.pdf
472,,Los Angeles,California,United States,1878,7,11,,Los Angeles Herald,,3,4,,,Yes,Case 472 1878-07-11 Los Angeles Herald p3c4.pdf
472,,Los Angeles,California,United States,1878,7,12,,Los Angeles Herald,,1,2,,,Yes,Case 472 1878-07-12 Los Angeles Herald p1c2.pdf
472,,Sacramento,California,United States,1878,7,12,,Sacramento Daily Union,,1,7,,,Yes,Case 472 1878-07-12 Sacramento Daily Union p1c7.pdf
472,,Sacramento,California,United States,1878,7,13,,Sacramento Daily Union,,1,7,,,Yes,Case 472 1878-07-13 Sacramento Daily Union p1c7.pdf
472,,Sacramento,California,United States,1878,7,13,,Sacramento Daily Union,,4,1,,,Yes,Case 472 1878-07-13 Sacramento Daily Union p4c1.pdf
472,,Sonoma,California,United States,1878,7,13,,Sonoma Democrat,,1,1,,,Yes,Case 472 1878-07-13 Sonoma Democrat p1c1.pdf
472,,Los Angeles,California,United States,1878,7,18,,Los Angeles Herald,,3,2,,,Yes,Case 472 1878-07-18 Los Angeles Herald p3c2.pdf
472,,Sacramento,California,United States,1878,7,23,,Sacramento Daily Union,,1,8,,,Yes,Case 472 1878-07-23 Sacramento Daily Union p1c8.pdf
472,,San Francisco,California,United States,1878,7,27,,Pacific Rural Press,,53,4,,,Yes,Case 472 1878-07-27 Pacific Rural Press p53c4.pdf
472,,Los Angeles,California,United States,1878,8,4,,Los Angeles Herald,,3,4,,,Yes,Case 472 1878-08-04 Los Angeles Herald p3c4.pdf
473,,San Francisco,California,United States,1878,8,29,,Alta California,,1,2,,,Yes,Case 473 1878-08-29 Alta California p1c2.pdf
474,,San Francisco,California,United States,1879,9,13,,Evening Bulletin,,4,5,,,Yes,Case 474 1879-09-13 San Francisco Evening Bulletin p4c5.pdf
474,,Los Angeles,California,United States,1879,9,14,,Los Angeles Herald,,1,2-3,,,Yes,Case 474 1879-09-14 Los Angeles Herald p1c2-3.pdf
475,,Sacramento,California,United States,1880,6,21,,Sacramento Daily Union,,2,4,,,Yes,Case 475 1880-06-21 Sacramento Daily Union p2c4.pdf
475,,San Francisco,California,United States,1880,6,22,,Alta California,,1,8,,,Yes,Case 475 1880-06-22 Alta California p1c8.pdf
475,,Sacramento,California,United States,1880,6,22,,Sacramento Daily Union,,4,1,,,Yes,Case 475 1880-06-22 Sacramento Daily Union p4c1.pdf
475,,Sacramento,California,United States,1880,6,23,,Sacramento Daily Union,,2,2,,,Yes,Case 475 1880-06-23 Sacramento Daily Union p2c2.pdf
475,,Sonoma,California,United States,1880,7,3,,Sonoma Democrat,,7,1,,,Yes,Case 475 1880-07-03 Sonoma Democrat p7c1.pdf
477,,San Francisco,California,United States,1881,1,15,,Evening Bulletin,,1,4,,,Yes,Case 477 1881-01-15 San Francisco Evening Bulletin p1c4.pdf
477,,San Francisco,California,United States,1881,1,18,,Evening Bulletin,,1,4,,,Yes,Case 477 1881-01-18 San Francisco Evening Bulletin p1c4.pdf
477,,Red Bluff,California,United States,1881,1,22,,Red Bluff Sentinel,,1,7,,,Yes,Case 477 1881-01-22 Red Bluff Sentinel p1c7.pdf
477,,San Francisco,California,United States,1881,1,23,,Alta California,,1,6,,,Yes,Case 477 1881-01-23 Alta California p1c6.pdf
478,,San Francisco,California,United States,1881,4,5,,Alta California,,1,5,,,Yes,Case 478 1881-04-05 Alta California p1c5.pdf
478,,Sacramento,California,United States,1881,4,5,,Sacramento Daily Union,,1,6,,,Yes,Case 478 1881-04-05 Sacramento Daily Union p1c6.pdf
478,,San Francisco,California,United States,1881,4,6,,Alta California,,1,4,,,Yes,Case 478 1881-04-06 Alta California p1c4.pdf
478,,Los Angeles,California,United States,1881,4,6,,Los Angeles Herald,,1,1-2,,,Yes,Case 478 1881-04-06 Los Angeles Herald p1c1-2.pdf
478,,Sacramento,California,United States,1881,4,6,,Sacramento Daily Union,,3,3,,,Yes,Case 478 1881-04-06 Sacramento Daily Union p3c3.pdf
478,,Sacramento,California,United States,1881,4,7,,Sacramento Daily Union,,1,6,,,Yes,Case 478 1881-04-07 Sacramento Daily Union p1c6.pdf
478,,Los Angeles,California,United States,1881,4,8,,Los Angeles Herald,,1,1,,,Yes,Case 478 1881-04-08 Los Angeles Herald p1c1.pdf
478,,Red Bluff,California,United States,1881,4,9,,Red Bluff Sentinel,,1,7,,,Yes,Case 478 1881-04-09 Red Bluff Sentinel p1c7.pdf
478,,Sonoma,California,United States,1881,4,9,,Sonoma Democrat,,3,7,,,Yes,Case 478 1881-04-09 Sonoma Democrat p3c7.pdf
478,,Los Angeles,California,United States,1881,4,10,,Los Angeles Herald,,1,1,,,Yes,Case 478 1881-04-10 Los Angeles Herald p1c1.pdf
478,,Sacramento,California,United States,1881,4,11,,Sacramento Daily Union,,2,5,,,Yes,Case 478 1881-04-11 Sacramento Daily Union p2c5.pdf
480,,San Francisco,California,United States,1885,8,13,,Alta California,,5,5,,,Yes,Case 480 1885-08-13 Alta California p5c5.pdf
480,,Sacramento,California,United States,1885,8,13,,Sacramento Daily Union,,1,7,,,Yes,Case 480 1885-08-13 Sacramento Daily Union p1c7.pdf
480,,Sonoma,California,United States,1885,8,22,,Sonoma Democrat,,1,5,,,Yes,Case 480 1885-08-22 Sonoma Democrat p1c5.pdf
481,,San Francisco,California,United States,1886,1,28,,Alta California,,5,4,,,Yes,Case 481 1886-01-28 Alta California p5c4.pdf
481,,Los Angeles,California,United States,1886,1,28,,Los Angeles Herald,,2,3,,,Yes,Case 481 1886-01-28 Los Angeles Herald p2c3.pdf
481,,San Francisco,California,United States,1886,1,28,,Call,Supplement,1,1,,,Yes,Case 481 1886-01-28 San Francisco Call Supplement p1c1.pdf
481,,San Francisco,California,United States,1886,2,12,,Alta California,,6,1,,,Yes,Case 481 1886-02-12 Alta California p6c1.pdf
482,,Sacramento,California,United States,1886,5,5,,Sacramento Daily Union,,2,1,,,Yes,Case 482 1886-05-05 Sacramento Daily Union p2c1.pdf
482,,Sacramento,California,United States,1886,5,5,,Sacramento Daily Union,,4,2,,,Yes,Case 482 1886-05-05 Sacramento Daily Union p4c2.pdf
482,,San Francisco,California,United States,1886,5,5,,Evening Bulletin,,1,8,,,Yes,Case 482 1886-05-05 San Francisco Evening Bulletin p1c8.pdf
482,,San Francisco,California,United States,1886,5,6,,Alta California,,5,3,,,Yes,Case 482 1886-05-06 Alta California p5c3.pdf
482,,San Francisco,California,United States,1886,5,6,,Evening Bulletin,,1,9,,,Yes,Case 482 1886-05-06 San Francisco Evening Bulletin p1c9.pdf
482,,San Jose,California,United States,1886,5,7,,Daily News,,3,2,,,Yes,Case 482 1886-05-07 San Jose Daily News p3c2.pdf
482,,Santa Cruz,California,United States,1886,5,7,,Santa Cruz Daily Sentinel,,3,4,,,Yes,Case 482 1886-05-07 Santa Cruz Daily Sentinel p3c4.pdf
482,x,Not Available,Not Available,Not Available,1886,5,26,,Unidentified newspaper,,3,2,,,Yes,Case 482 1886-05-26 Unidentified Newspaper p3c2.pdf
483,,San Francisco,California,United States,1888,1,26,,Alta California,,5,5,,,Yes,Case 483 1888-01-26 Alta California p5c5.pdf
483,,Sacramento,California,United States,1888,1,27,,Sacramento Daily Union,,4,2,,,Yes,Case 483 1888-01-27 Sacramento Daily Union p4c2.pdf
483,,Mariposa,California,United States,1888,2,4,,Mariposa Gazette,,3,3,,,Yes,Case 483 1888-02-04 Mariposa Gazette p3c3.pdf
483,,Mariposa,California,United States,1888,2,11,,Mariposa Gazette,,3,2-3,,,Yes,Case 483 1888-02-11 Mariposa Gazette p3c2-3.pdf
483,,Mariposa,California,United States,1888,2,18,,Mariposa Gazette,,3,3,,,Yes,Case 483 1888-02-18 Mariposa Gazette p3c3.pdf
483,,Sacramento,California,United States,1888,7,20,,Sacramento Daily Union,,4,2,,,Yes,Case 483 1888-07-20 Sacramento Daily Union p4c2.pdf
483,,Sacramento,California,United States,1888,7,27,,Sacramento Daily Union,,1,8,,,Yes,Case 483 1888-07-27 Sacramento Daily Union p1c8.pdf
483,,Mariposa,California,United States,1888,7,28,,Mariposa Gazette,,3,2k,,,Yes,Case 483 1888-07-28 Mariposa Gazette p3c2k.pdf
483,,San Francisco,California,United States,1890,8,14,,Evening Bulletin,,1,9,,,Yes,Case 483 1890-08-14 San Francisco Evening Bulletin p1c9.pdf
484,,San Francisco,California,United States,1888,5,6,,Alta California,,5,3,,,Yes,Case 484 1888-05-06 Alta California p5c3.pdf
484,,Los Angeles,California,United States,1888,8,5,,Los Angeles Herald,,5,2,,,Yes,Case 484 1888-08-05 Los Angeles Herald p5c2.pdf
485,,San Francisco,California,United States,1891,7,3,,Call,,5,8,,,Yes,Case 485 1891-07-03 San Francisco Call p5c8.pdf
485,,San Francisco,California,United States,1891,7,12,,Call,,12,4,,,Yes,Case 475 1891-07-12 San Francisco Call p12c4.pdf
485,,Los Angeles,California,United States,1891,7,25,,Los Angeles Herald,,2,2,,,Yes,Case 485 1891-07-25 Los Angeles Herald p2c2.pdf
485,,Sacramento,California,United States,1891,7,25,,Sacramento Daily Union,,1,2,,,Yes,Case 485 1891-07-25 Sacramento Daily Union p1c2.pdf
485,,San Francisco,California,United States,1891,7,30,,Call,,7,4,,,Yes,Case 485 1891-07-30 San Francisco Call p7c4.pdf
486,,Red Bluff,California,United States,1892,7,26,,Daily Red Bluff News,,1,1-2,,,Yes,Case 486 1892-07-26 Daily Red Bluff News p1c1-2.pdf
486,,Los Angeles,California,United States,1892,7,26,,Los Angeles Herald,,2,3,,,Yes,Case 486 1892-07-26 Los Angeles Herald p2c3.pdf
486,,Sacramento,California,United States,1892,7,26,,Sacramento Daily Union,,1,6,,,Yes,Case 486 1892-07-26 Sacramento Daily Union p1c6.pdf
486,,Sacramento,California,United States,1892,7,26,,Sacramento Daily Union,,2,1-2,,,Yes,Case 486 1892-07-26 Sacramento Daily Union p2c1-2.pdf
486,,Red Bluff,California,United States,1892,7,27,,Daily Red Bluff News,,1,2,,,Yes,Case 486 1892-07-27 Daily Red Bluff News p1c2.pdf
486,,Healdsburg,California,United States,1892,7,28,,"Healdsburg Tribune, Enterprise and Scimitar",,2,2,,,Yes,"Case 486 1892-07-28 Healdsburg Tribune, Enterprise and Scimitar p2c2.pdf"
486,,Sacramento,California,United States,1892,7,28,,Sacramento Daily Record-Union,,4,4,,,Yes,Case 486 1892-07-28 Sacramento Daily Record-Union p4c4.pdf
486,,Red Bluff,California,United States,1892,7,29,,Daily Red Bluff News,,1,2,,,Yes,Case 486 1892-07-29 Daily Red Bluff News p1c2.pdf
486,,Sacramento,California,United States,1892,7,29,,Sacramento Daily Union,,4,4,,,Yes,Case 486 1892-07-29 Sacramento Daily Union p4c4.pdf
486,,Los Angeles,California,United States,1892,7,31,,Los Angeles Herald,,4,1,,,Yes,Case 486 1892-07-31 Los Angeles Herald p4c1.pdf
486,,San Francisco,California,United States,1892,7,31,,Call,,15,6-7,,,Yes,Case 486 1892-07-31 San Francisco Call p15c6-7.pdf
486,,San Francisco,California,United States,1892,8,2,,Call,,4,3,,,Yes,Case 486 1892-08-02 San Francisco Call p4c3.pdf
486,,Sacramento,California,United States,1892,8,22,,Sacramento Daily Union,,4,1-2,,,Yes,Case 486 1892-08-22 Sacramento Daily Union p4c1-2.pdf
487,,Los Angeles,California,United States,1892,8,1,,Los Angeles Herald,,4,3,,,Yes,Case 487 1892-08-01 Los Angeles Herald p4c3.pdf
487,,Los Angeles,California,United States,1892,8,2,,Los Angeles Herald,,8,1,,,Yes,Case 487 1892-08-02 Los Angeles Herald p8c1.pdf
487,,San Francisco,California,United States,1892,8,2,,Call,,1,8,,,Yes,Case 487 1892-08-02 San Francisco Call p1c8.pdf
487,,San Bernardino,California,United States,1892,8,3,,San Bernardino Daily Courier,,1,5,,,Yes,Case 487 1892-08-03 San Bernardino Daily Courier p1c5.pdf
487,,Los Angeles,California,United States,1892,8,4,,Los Angeles Herald,,2,1,,,Yes,Case 487 1892-08-04 Los Angeles Herald p2c1.pdf
487,,Sacramento,California,United States,1892,8,4,,Sacramento Daily Union,,1,6,,,Yes,Case 487 1892-08-04 Sacramento Daily Union p1c6.pdf
487,,San Francisco,California,United States,1892,8,4,,Call,,2,3-4,,,Yes,Case 487 1892-08-04 San Francisco Call p2c3-4.pdf
487,,San Bernardino,California,United States,1892,8,6,,San Bernardino Weekly Courier,,1,2,,,Yes,Case 487 1892-08-06 San Bernardino Weekly Courier p1c2.pdf
487,,Los Angeles,California,United States,1892,8,11,,Los Angeles Herald,,2,1,,,Yes,Case 487 1892-08-11 Los Angeles Herald p2c1.pdf
487,,Sacramento,California,United States,1892,8,11,,Sacramento Daily Union,,1,2,,,Yes,Case 487 1892-08-11 Sacramento Daily Union p1c2.pdf
487,,San Francisco,California,United States,1892,8,11,,Call,,1,6,,,Yes,Case 487 1892-08-11 San Francisco Call p1c6.pdf
487,,Los Angeles,California,United States,1892,8,12,,Los Angeles Herald,,1,5,,,Yes,Case 487 1892-08-12 Los Angeles Herald p1c5.pdf
487,,Sacramento,California,United States,1892,8,12,,Sacramento Daily Union,,1,2,,,Yes,Case 487 1892-08-12 Sacramento Daily Union p1c2.pdf
487,,San Bernardino,California,United States,1892,8,12,,San Bernardino Daily Courier,,1,7,,,Yes,Case 487 1892-08-12 San Bernardino Daily Courier p1c7.pdf
487,,San Francisco,California,United States,1892,8,12,,Call,,1,6,,,Yes,Case 487 1892-08-12 San Francisco Call p1c6.pdf
487,,San Bernardino,California,United States,1892,8,13,,San Bernardino Weekly Courier,,1,5-6,,,Yes,Case 487 1892-08-13 San Bernardino Weekly Courier p1c5-6.pdf
487,,Los Angeles,California,United States,1892,8,14,,Los Angeles Herald,,2,1,,,Yes,Case 487 1892-08-14 Los Angeles Herald p2c1.pdf
487,,San Francisco,California,United States,1892,8,14,,Call,,2,2,,,Yes,Case 487 1892-08-14 San Francisco Call p2c2.pdf
487,,Los Angeles,California,United States,1892,8,19,,Los Angeles Herald,,2,2,,,Yes,Case 487 1892-08-19 Los Angeles Herald p2c2.pdf
487,,Sacramento,California,United States,1892,8,19,,Sacramento Daily Union,,1,7,,,Yes,Case 487 1892-08-19 Sacramento Daily Union p1c7.pdf
487,,San Francisco,California,United States,1892,8,19,,Call,,1,8,,,Yes,Case 487 1892-08-19 San Francisco Call p1c8.pdf
487,,Los Angeles,California,United States,1892,8,21,,Los Angeles Herald,,4,4-6,,,Yes,Case 487 1892-08-21 Los Angeles Herald p4c4-6.pdf
487,,San Bernardino,California,United States,1892,8,21,,San Bernardino Daily Courier,,1,5,,,Yes,Case 487 1892-08-21 San Bernardino Daily Courier p1c5.pdf
487,,San Bernardino,California,United States,1892,8,21,,San Bernardino Daily Courier,,2,1,,,Yes,Case 487 1892-08-21 San Bernardino Daily Courier p2c1.pdf
487,,San Francisco,California,United States,1892,8,21,,Call,,2,1,,,Yes,Case 487 1892-08-21 San Francisco Call p2c1.pdf
487,,Los Angeles,California,United States,1892,8,22,,Los Angeles Herald,,4,1,,,Yes,Case 487 1892-08-22 Los Angeles Herald p4c1.pdf
487,,Sacramento,California,United States,1892,8,22,,Sacramento Daily Union,,1,4,,,Yes,Case 487 1892-08-22 Sacramento Daily Union p1c4.pdf
487,,Los Angeles,California,United States,1892,8,25,,Los Angeles Herald,,3,4,,,Yes,Case 487 1892-08-25 Los Angeles Herald p3c4.pdf
487,,San Francisco,California,United States,1892,8,26,,Vestkusten,,5,2,,,Yes,Case 487 1892-08-26 Vestkusten p5c2.pdf
487,,San Rafael,California,United States,1892,8,27,,Marin County Tocsin,,1,2,,,Yes,Case 487 1892-08-27 Marin County Tocsin p1c2.pdf
487,,Mariposa,California,United States,1892,8,27,,Mariposa Gazette,,2,1,,,Yes,Case 487 1892-08-27 Mariposa Gazette p2c1.pdf
487,,San Bernardino,California,United States,1892,8,27,,San Bernardino Weekly Courier,,4,4,,,Yes,Case 487 1892-08-27 San Bernardino Weekly Courier p4c4.pdf
487,,Los Angeles,California,United States,1892,8,28,,Los Angeles Herald,,9,6,,,Yes,Case 487 1892-08-28 Los Angeles Herald p9c6.pdf
487,,San Francisco,California,United States,1892,8,31,,Call,,4,4,,,Yes,Case 487 1892-08-31 San Francisco Call p4c4.pdf
487,,Los Angeles,California,United States,1892,9,2,,Los Angeles Herald,,6,1,,,Yes,Case 487 1892-09-02 Los Angeles Herald p6c1.pdf
487,,Los Angeles,California,United States,1892,9,6,,Los Angeles Herald,,1,4,,,Yes,Case 487 1892-09-06 Los Angeles Herald p1c4.pdf
487,,San Francisco,California,United States,1892,9,6,,Call,,7,6,,,Yes,Case 487 1892-09-06 San Francisco Call p7c6.pdf
487,,Los Angeles,California,United States,1892,9,7,,Los Angeles Herald,,6,3,,,Yes,Case 487 1892-09-07 Los Angeles Herald p6c3.pdf
487,,Los Angeles,California,United States,1892,9,8,,Los Angeles Herald,,8,1,,,Yes,Case 487 1892-09-08 Los Angeles Herald p8c1.pdf
487,,San Francisco,California,United States,1892,9,8,,Call,,8,4,,,Yes,Case 487 1892-09-08 San Francisco Call p8c4.pdf
487,,San Francisco,California,United States,1892,9,9,,Vestkusten,,2,2,,,Yes,Case 487 1892-09-09 Vestkusten p2c2.pdf
487,,Los Angeles,California,United States,1892,9,15,,Los Angeles Herald,,6,1,,,Yes,Case 487 1892-09-15 Los Angeles Herald p6c1.pdf
487,,Sausalito,California,United States,1892,9,16,,Sausalito News,,4,3,,,Yes,Case 487 1892-09-16 Sausalito News p4c3.pdf
487,,Los Angeles,California,United States,1892,9,17,,Los Angeles Herald,,6,1,,,Yes,Case 487 1892-09-17 Los Angeles Herald p6c1.pdf
487,,Los Angeles,California,United States,1892,10,1,,Los Angeles Herald,,6,1,,,Yes,Case 487 1892-10-01 Los Angeles Herald p6c1.pdf
488,,Sacramento,California,United States,1892,10,1,,Sacramento Daily Record-Union,,1,3,,,Yes,Case 488 1892-10-01 Sacramento Daily Record-Union p1c3.pdf
488,,Red Bluff,California,United States,1892,10,2,,Daily Red Bluff News,,1,1,,,Yes,Case 488 1892-10-02 Daily Red Bluff News p1c1.pdf
489,,Los Angeles,California,United States,1893,4,7,,Los Angeles Times,,1,3,,,Yes,Case 489 1893-04-07 Los Angeles Times p1c3.pdf
489,,San Francisco,California,United States,1893,4,7,,Call,,2,2,,,Yes,Case 489 1893-04-07 San Francisco Call p2c2.pdf
489,,Los Angeles,California,United States,1893,4,8,,Los Angeles Times,,7,3,,,Yes,Case 489 1893-04-08 Los Angeles Times p7c3.pdf
489,,San Francisco,California,United States,1893,4,8,,Call,,1,7,,,Yes,Case 489 1893-04-08 San Francisco Call p1c7.pdf
489,,Los Angeles,California,United States,1893,4,9,,Los Angeles Times,,7,3,,,Yes,Case 489 1893-04-09 Los Angeles Times p7c3.pdf
489,x,Los Angeles,California,United States,1893,4,10,,Los Angeles Times,, -,3,,,Yes,Case 489 1893-04-10 Los Angeles Times p-c3.pdf
489,,San Rafael,California,United States,1893,4,15,,Marin County Tocsin,,1,5,,,Yes,Case 489 1893-04-15 Marin County Tocsin p1c5.pdf
490,,San Francisco,California,United States,1894,12,13,,Call,,1,7,,,Yes,Case 490 1894-12-13 San Francisco Call p1c7.pdf
490,,Sausalito,California,United States,1894,12,29,,Sausalito News,,4,5,,,Yes,Case 490 1894-12-29 Sausalito News p4c5.pdf
491,,Los Angeles,California,United States,1895,7,24,,Los Angeles Herald,,1,5-6,,,Yes,Case 491 1895-07-24 Los Angeles Herald p1c5-6.pdf
491,,Los Angeles,California,United States,1895,7,24,,Los Angeles Herald,,1,5,,,Yes,Case 491 1895-07-24 Los Angeles Herald p1c5.pdf
491,,San Francisco,California,United States,1895,7,24,,Call,,2,6,,,Yes,Case 491 1895-07-24 San Francisco Call p2c6.pdf
491,,San Francisco,California,United States,1895,7,28,,Call,,1,7,,,Yes,Case 491 1895-07-28 San Francisco Call p1c7.pdf
491,,Sacramento,California,United States,1895,7,29,,Sacramento Daily Union,,1,4,,,Yes,Case 491 1895-07-29 Sacramento Daily Union p1c4.pdf
491,,San Francisco,California,United States,1895,10,6,,Call,,3,5,,,Yes,Case 491 1895-10-06 San Francisco CAll p3c5.pdf
492,,San Jose,California,United States,1895,8,26,,Evening News,,1,5,,,Yes,Case 492 1895-08-26 San Jose Evening News p1c5.pdf
492,,Red Bluff,California,United States,1895,8,27,,Daily Red Bluff News,,1,2,,,Yes,Case 492 1895-08-27 Daily Red Bluff News p1c2.pdf
492,,Los Angeles,California,United States,1895,8,27,,Los Angeles Herald,,1,6-7,,,Yes,Case 492 1895-08-27 Los Angeles Herald p1c6-7.pdf
492,,Sacramento,California,United States,1895,8,27,,Sacramento Record-Union,,1,1,,,Yes,Case 492 1895-08-27 Sacramento Record-Union p1c1.pdf
492,,San Francisco,California,United States,1895,8,27,,Call,,1,1-3,,,Yes,Case 492 1895-08-27 San Francisco Call p1c1-3.pdf
492,,Sacramento,California,United States,1895,8,28,,Sacramento Record-Union,,1,7,,,Yes,Case 492 1895-08-28 Sacramento Record-Union p1c7.pdf
